"Event","Date","Time","Attendees"
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-09,2021-01-09 15:10:37,2063
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-09,2021-01-09 17:44:45,2078
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-09,2021-01-09 19:12:29,2081
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-10,2021-01-10 11:31:34,2112
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-10,2021-01-10 21:04:14,2144
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-11,2021-01-11 10:02:58,2165
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-11,2021-01-11 23:34:21,2252
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-11,2021-01-11 23:34:21,2253
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-12,2021-01-12 00:13:39,2167
"Oil & Gas Data Science Series: Machine Learning Solution Development",2021-01-12,2021-01-12 10:56:33,2320
"Panel Discussion: Merck R&D<U+0092>s Digitally-Enabled Clinical Trial Team",2021-01-08,2021-01-08 18:43:40,13
"Simcenter 3D 2021.1 Virtual Launch",2021-01-04,2021-01-04 22:39:35,1236
"Simcenter 3D 2021.1 Virtual Launch",2021-01-06,2021-01-06 13:54:17,1311
"Simcenter 3D 2021.1 Virtual Launch",2021-01-06,2021-01-06 14:05:45,1318
"Simcenter 3D 2021.1 Virtual Launch",2021-01-07,2021-01-07 23:33:45,1393
"Simcenter 3D 2021.1 Virtual Launch",2021-01-09,2021-01-09 17:44:45,1460
"Simcenter 3D 2021.1 Virtual Launch",2021-01-10,2021-01-10 12:40:57,1479
"Simcenter 3D 2021.1 Virtual Launch",2021-01-11,2021-01-11 10:02:58,1521
"Simcenter 3D 2021.1 Virtual Launch",2021-01-11,2021-01-11 23:34:21,1579
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-01,NA,645
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-02,NA,651
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-03,NA,652
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-04,NA,659
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-04,2021-01-04 22:13:24,662
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-05,2021-01-05 09:55:01,667
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-05,2021-01-05 23:22:53,672
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-06,2021-01-06 19:15:53,676
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-07,2021-01-07 11:05:47,678
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-07,2021-01-07 23:33:45,679
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-09,2021-01-09 15:10:37,681
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-10,2021-01-10 19:33:21,684
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-10,2021-01-10 11:31:34,684
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-10,2021-01-10 21:54:00,686
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-10,2021-01-10 21:57:32,686
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-11,2021-01-11 10:29:11,687
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-12,2021-01-12 00:13:39,687
"Webinar: Machine Learning Fundamentals for PMs by fmr Expedia Sr PM",2021-01-12,2021-01-12 10:56:33,694
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-03,NA,290
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-04,NA,296
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-04,NA,304
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-04,2021-01-04 22:13:24,315
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-06,2021-01-06 09:50:53,347
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-07,2021-01-07 11:05:47,366
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-07,2021-01-07 23:33:45,376
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-08,2021-01-08 13:30:38,385
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-08,2021-01-08 18:35:31,390
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-09,2021-01-09 15:10:37,400
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-09,2021-01-09 19:12:29,402
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-09,2021-01-09 17:44:45,402
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-10,2021-01-10 11:31:34,406
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-10,2021-01-10 12:55:39,407
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-10,2021-01-10 19:33:21,410
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-11,2021-01-11 10:02:58,417
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-11,2021-01-11 23:34:21,431
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-11,2021-01-11 23:34:21,432
"Webinar: Recruiting the Next Generation of Diverse STEM Professionals",2021-01-12,2021-01-12 10:56:33,439
"(#ITinDefence2020) IT in Defence by Computer Society of India - Bangalore",2021-01-04,2021-01-04 22:39:35,52
"AAPM Annual Meeting 2021 (AAPM2021)",2021-01-06,2021-01-06 09:50:53,1741
"AAPM Annual Meeting 2021 (AAPM2021)",2021-01-07,2021-01-07 23:33:45,1791
"AAPM Annual Meeting 2021 (AAPM2021)",2021-01-08,2021-01-08 13:30:38,1799
"AAPM Annual Meeting 2021 (AAPM2021)",2021-01-09,2021-01-09 20:53:21,1807
"Alberta IoT Monthly Member Meeting - January",2021-01-05,2021-01-05 20:14:07,39
"Alberta IoT Monthly Member Meeting - January",2021-01-06,2021-01-06 14:05:45,43
"Alberta IoT Monthly Member Meeting - January",2021-01-07,2021-01-07 23:48:31,47
"Alberta IoT Monthly Member Meeting - January",2021-01-09,2021-01-09 20:53:21,50
"FinTech 2021",2021-01-01,NA,860
"FinTech 2021",2021-01-02,NA,896
"FinTech 2021",2021-01-03,NA,925
"FinTech 2021",2021-01-04,NA,988
"FinTech 2021",2021-01-04,2021-01-04 22:13:24,1016
"FinTech 2021",2021-01-05,2021-01-05 01:00:51,1021
"FinTech 2021",2021-01-05,2021-01-05 09:55:01,1048
"FinTech 2021",2021-01-06,2021-01-06 09:50:53,1104
"FinTech 2021",2021-01-07,2021-01-07 11:05:47,1143
"FinTech 2021",2021-01-07,2021-01-07 23:33:45,1163
"FinTech 2021",2021-01-08,2021-01-08 13:30:38,1173
"FinTech 2021",2021-01-08,2021-01-08 15:59:32,1184
"FinTech 2021",2021-01-09,2021-01-09 17:44:45,1203
"FinTech 2021",2021-01-09,2021-01-09 19:04:59,1206
"FinTech 2021",2021-01-10,2021-01-10 11:31:34,1217
"FinTech 2021",2021-01-10,2021-01-10 19:33:21,1227
"FinTech 2021",2021-01-11,2021-01-11 10:02:58,1235
"FinTech 2021",2021-01-11,2021-01-11 23:34:21,1250
"InnovatorMD Global Summit 2021",2021-01-04,NA,3253
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 01:21:37,3343
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 10:51:31,3401
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 13:42:12,3423
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 23:22:53,3517
"InnovatorMD Global Summit 2021",2021-01-06,2021-01-06 09:50:53,3572
"InnovatorMD Global Summit 2021",2021-01-06,2021-01-06 14:05:45,3593
"InnovatorMD Global Summit 2021",2021-01-07,2021-01-07 11:05:47,3700
"InnovatorMD Global Summit 2021",2021-01-07,2021-01-07 23:33:45,3761
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 13:30:38,3847
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 15:59:32,3935
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 18:35:31,4013
"InnovatorMD Global Summit 2021",2021-01-09,2021-01-09 21:28:37,4164
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:55:39,4191
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:40:57,4191
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:02:26,4191
"Retail Innovation Week 2021",2021-01-03,NA,3715
"Retail Innovation Week 2021",2021-01-04,NA,3867
"Retail Innovation Week 2021",2021-01-04,2021-01-04 22:39:35,3963
"Retail Innovation Week 2021",2021-01-05,2021-01-05 10:51:31,4062
"Retail Innovation Week 2021",2021-01-05,2021-01-05 13:42:12,4081
"Retail Innovation Week 2021",2021-01-05,2021-01-05 13:42:12,4083
"Retail Innovation Week 2021",2021-01-06,2021-01-06 14:05:45,4266
"Retail Innovation Week 2021",2021-01-07,2021-01-07 23:33:45,4504
"Retail Innovation Week 2021",2021-01-08,2021-01-08 18:35:31,4601
"Retail Innovation Week 2021",2021-01-09,2021-01-09 17:44:45,4669
"Retail Innovation Week 2021",2021-01-09,2021-01-09 18:26:53,4670
"Retail Innovation Week 2021",2021-01-10,2021-01-10 12:55:39,4703
"Retail Innovation Week 2021",2021-01-10,2021-01-10 19:33:21,4730
"Retail Innovation Week 2021",2021-01-10,2021-01-10 21:04:14,4736
"Retail Innovation Week 2021",2021-01-11,2021-01-11 23:34:21,5079
"Start the New Year with Unit Testing and Test Driven Development",2021-01-05,2021-01-05 09:55:01,1094
"Start the New Year with Unit Testing and Test Driven Development",2021-01-09,2021-01-09 19:04:59,1164
"How to Run a Successful AI Startup",2021-01-02,NA,283
"How to Run a Successful AI Startup",2021-01-04,NA,335
"How to Run a Successful AI Startup",2021-01-04,NA,353
"How to Run a Successful AI Startup",2021-01-04,NA,363
"How to Run a Successful AI Startup",2021-01-04,2021-01-04 22:13:24,374
"How to Run a Successful AI Startup",2021-01-05,2021-01-05 01:21:37,385
"How to Run a Successful AI Startup",2021-01-05,2021-01-05 09:55:01,402
"How to Run a Successful AI Startup",2021-01-05,2021-01-05 10:51:31,405
"How to Run a Successful AI Startup",2021-01-05,2021-01-05 15:37:25,416
"How to Run a Successful AI Startup",2021-01-05,2021-01-05 23:22:53,438
"How to Run a Successful AI Startup",2021-01-06,2021-01-06 09:50:53,453
"How to Run a Successful AI Startup",2021-01-06,2021-01-06 14:05:45,457
"How to Run a Successful AI Startup",2021-01-07,2021-01-07 11:05:47,480
"Machine Learning Canvas: LIVE DEMO",2021-01-01,NA,102
"Machine Learning Canvas: LIVE DEMO",2021-01-02,NA,117
"Machine Learning Canvas: LIVE DEMO",2021-01-03,NA,123
"Machine Learning Canvas: LIVE DEMO",2021-01-04,NA,147
"Machine Learning Canvas: LIVE DEMO",2021-01-04,NA,159
"Machine Learning Canvas: LIVE DEMO",2021-01-04,NA,163
"Machine Learning Canvas: LIVE DEMO",2021-01-04,2021-01-04 22:13:24,171
"Machine Learning Canvas: LIVE DEMO",2021-01-05,2021-01-05 01:21:37,171
"Machine Learning Canvas: LIVE DEMO",2021-01-05,2021-01-05 09:55:01,177
"Machine Learning Canvas: LIVE DEMO",2021-01-05,2021-01-05 10:51:31,179
"Meetup <U+2116>20: Data Sources on Latvia",2021-01-07,2021-01-07 11:05:47,13
"Monthly Meeting: Employment Law Update",2021-01-04,2021-01-04 22:39:35,10
"Pie & Ai : Islamabad",2021-01-04,NA,134
"Practical Analytics for Auditing Payroll",2021-01-04,NA,34
"Practical Analytics for Auditing Payroll",2021-01-04,2021-01-04 22:39:35,34
"FinTech 2021",2021-01-01,NA,860
"FinTech 2021",2021-01-02,NA,896
"FinTech 2021",2021-01-03,NA,925
"FinTech 2021",2021-01-04,NA,988
"FinTech 2021",2021-01-04,2021-01-04 22:13:24,1016
"FinTech 2021",2021-01-05,2021-01-05 01:00:51,1021
"FinTech 2021",2021-01-05,2021-01-05 09:55:01,1048
"FinTech 2021",2021-01-06,2021-01-06 09:50:53,1104
"FinTech 2021",2021-01-07,2021-01-07 11:05:47,1143
"FinTech 2021",2021-01-07,2021-01-07 23:33:45,1163
"FinTech 2021",2021-01-08,2021-01-08 13:30:38,1173
"FinTech 2021",2021-01-08,2021-01-08 15:59:32,1184
"FinTech 2021",2021-01-09,2021-01-09 17:44:45,1203
"FinTech 2021",2021-01-09,2021-01-09 19:04:59,1206
"FinTech 2021",2021-01-10,2021-01-10 11:31:34,1217
"FinTech 2021",2021-01-10,2021-01-10 19:33:21,1227
"FinTech 2021",2021-01-11,2021-01-11 10:02:58,1235
"FinTech 2021",2021-01-11,2021-01-11 23:34:21,1250
"InnovatorMD Global Summit 2021",2021-01-04,NA,3253
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 01:21:37,3343
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 10:51:31,3401
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 13:42:12,3423
"InnovatorMD Global Summit 2021",2021-01-05,2021-01-05 23:22:53,3517
"InnovatorMD Global Summit 2021",2021-01-06,2021-01-06 09:50:53,3572
"InnovatorMD Global Summit 2021",2021-01-06,2021-01-06 14:05:45,3593
"InnovatorMD Global Summit 2021",2021-01-07,2021-01-07 11:05:47,3700
"InnovatorMD Global Summit 2021",2021-01-07,2021-01-07 23:33:45,3761
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 13:30:38,3847
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 15:59:32,3935
"InnovatorMD Global Summit 2021",2021-01-08,2021-01-08 18:35:31,4013
"InnovatorMD Global Summit 2021",2021-01-09,2021-01-09 21:28:37,4164
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:55:39,4191
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:40:57,4191
"InnovatorMD Global Summit 2021",2021-01-10,2021-01-10 12:02:26,4191
"Retail Innovation Week 2021",2021-01-03,NA,3715
"Retail Innovation Week 2021",2021-01-04,NA,3867
"Retail Innovation Week 2021",2021-01-04,2021-01-04 22:39:35,3963
"Retail Innovation Week 2021",2021-01-05,2021-01-05 10:51:31,4062
"Retail Innovation Week 2021",2021-01-05,2021-01-05 13:42:12,4081
"Retail Innovation Week 2021",2021-01-05,2021-01-05 13:42:12,4083
"Retail Innovation Week 2021",2021-01-06,2021-01-06 14:05:45,4266
"Retail Innovation Week 2021",2021-01-07,2021-01-07 23:33:45,4504
"Retail Innovation Week 2021",2021-01-08,2021-01-08 18:35:31,4601
"Retail Innovation Week 2021",2021-01-09,2021-01-09 17:44:45,4669
"Retail Innovation Week 2021",2021-01-09,2021-01-09 18:26:53,4670
"Retail Innovation Week 2021",2021-01-10,2021-01-10 12:55:39,4703
"Retail Innovation Week 2021",2021-01-10,2021-01-10 19:33:21,4730
"Retail Innovation Week 2021",2021-01-10,2021-01-10 21:04:14,4736
"Retail Innovation Week 2021",2021-01-11,2021-01-11 23:34:21,5079
